id,Price_euros
977,1194.5487319756546
910,1147.0743364923626
962,329.9240238156882
264,1155.9692834281836
83,1633.4026407500407
1295,818.3938147930883
158,1073.1763346005794
487,537.6921062637972
765,771.219558624558
445,491.69496100438766
617,1771.1991974469015
727,1118.268405028693
108,2375.3159040904093
918,2064.608830834874
991,1085.0524201465666
81,1194.5487319756546
122,818.3938147930883
383,636.9591027601844
951,1063.3619946229728
75,1092.8518354899127
421,1336.7177464648585
145,258.74414984669545
8,963.8355967584132
175,533.7091530457989
1123,1669.763086241372
927,407.9826191349979
875,2328.3386793462723
1029,1110.8363901062648
1265,1184.8250371081735
1033,452.4081137306305
663,87.21583315980206
184,715.1438650787028
896,1218.910592815765
688,818.3938147930883
984,678.1421533599582
744,1110.8363901062648
38,924.8674518321338
1227,1432.0015469541459
605,1592.5828931885396
1246,1873.7488771454518
77,2140.289080776342
1252,614.7863257725057
920,1097.3111375600827
805,525.4670539561148
397,1179.1455539529338
231,564.2388020016674
1104,1011.1874931364717
1204,1073.1763346005794
1217,1569.4330166429097
149,1811.8896021639594
461,491.69496100438766
21,1230.4942021118914
357,1945.7953497673343
780,1245.4806160591472
343,600.7762974783814
737,190.61768647855592
845,904.0326834687571
173,1669.763086241372
781,611.5901081555804
1164,258.74414984669545
819,265.0313973475684
277,491.69496100438766
674,2050.6181094271474
1279,2630.225440436111
1255,1792.1258271079978
1240,1092.8518354899127
41,1225.1978403166381
719,1586.050744371982
298,1942.2206823564243
935,1976.9785316426755
826,946.5578773557277
278,1153.3015036426568
477,1914.9566152968796
542,190.61768647855592
151,636.9591027601844
900,53.443740208074814
1124,1063.3619946229728
1216,324.27027726560823
459,977.2389404235073
584,426.1688335854749
294,771.219558624558
1076,636.4767512960996
91,1877.4861859206653
632,1133.671583051414
1117,381.2282397616377
457,1073.1763346005794
326,771.219558624558
925,1697.2525025265397
398,155.34229652794147
940,1092.8518354899127
363,1052.3705437362455
906,797.6190781807586
820,965.6396244594587
1020,1408.7844535355907
556,1547.2789963264297
384,1092.8518354899127
885,1303.6300684496484
1285,1218.910592815765
438,600.598657268853
837,1156.8886764699691
979,1147.0743364923626
548,600.598657268853
170,927.4751512670819
62,1738.0722500880408
309,407.9826191349979
816,1262.8578958223236
22,155.34229652794147
285,1574.7684126115973
668,527.8777662861906
417,1215.3835003390316
685,1914.7312660712564
1049,782.2110095112853
440,684.4886393477711
299,1743.6280132514669
1188,995.7843151137508
552,611.5901081555804
586,404.31347023342016
783,1371.9392322963172
1070,927.4751512670819
1210,1069.6492421238456
1014,190.61768647855592
501,1133.671583051414
140,1110.8363901062648
235,433.1739735300737
317,491.69496100438766
861,778.5809040802174
257,1133.671583051414
1200,156.84559352682868
371,1201.9807468980828
1112,258.74414984669545
419,1877.4861859206653
385,723.0827471837954
1281,1324.4648368130252
524,1983.0404299179254
1015,491.69496100438755
1236,433.1739735300737
1036,1449.1341978385135
